age,policy_number,insured_sex,insured_education_level,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
41,512894,MALE,Masters,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,68090,12380,12380,43330,Toyota,Corolla,2009
27,633090,FEMALE,High School,2015-01-23,Parked Car,?,Trivial Damage,WV,Arlington,7780 Flute Lane,4,1,?,1,6030,670,670,4690,Nissan,Pathfinder,2007
35,464234,MALE,MD,2015-02-10,Vehicle Theft,?,Minor Damage,OH,Springfield,1687 3rd Lane,17,1,?,1,5100,1020,510,3570,Chevrolet,Malibu,2000
30,290162,MALE,College,2015-01-10,Vehicle Theft,?,Trivial Damage,WV,Springfield,6378 Britain Ave,7,1,YES,1,4590,510,510,3570,Volkswagen,Jetta,2013
59,638155,FEMALE,JD,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,1306 Andromedia St,14,2,?,1,72400,7240,14480,50680,Chevrolet,Tahoe,1999
64,911429,MALE,Masters,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,70900,14180,7090,49630,Mercedes,ML350,2002
25,106186,FEMALE,Associate,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,5985 Lincoln Lane,23,2,?,2,65100,6510,6510,52080,Saab,93,2011
40,311783,FEMALE,College,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,3706 4th Hwy,23,3,?,2,64260,0,14280,49980,Ford,Escape,1999
43,528385,FEMALE,Associate,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,6603 Francis Hwy,16,1,?,2,79970,7270,21810,50890,Honda,CRV,1996
41,228403,FEMALE,College,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,7069 4th Hwy,17,1,NO,2,56610,6290,6290,44030,Chevrolet,Tahoe,1995
30,209177,FEMALE,JD,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,5093 Flute Lane,9,1,YES,1,84590,7690,7690,69210,Toyota,Highlander,2000
38,497929,MALE,High School,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,66780,7420,14840,44520,Mercedes,ML350,1996
36,735844,MALE,JD,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,8459 Apache Ave,13,1,YES,1,58500,0,6500,52000,Ford,Escape,2001
41,710741,FEMALE,College,2015-02-26,Parked Car,?,Trivial Damage,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,5000,500,500,4000,Dodge,RAM,2003
29,276804,FEMALE,JD,2015-02-02,Parked Car,?,Trivial Damage,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,5000,500,1000,3500,Mercedes,E400,2008
41,507545,FEMALE,High School,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,6859 Flute Ridge,16,3,?,1,54450,6050,12100,36300,Saab,92x,2007
38,485642,FEMALE,Masters,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,61920,6880,6880,48160,Saab,93,2003
29,796375,MALE,High School,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,5007 Oak St,4,1,?,1,43700,4370,4370,34960,Nissan,Pathfinder,2007
31,171183,MALE,Masters,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,5790 Flute Ridge,3,1,?,2,64080,7120,7120,49840,Ford,Escape,1997
35,110084,MALE,JD,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,55000,10000,10000,35000,Volkswagen,Jetta,2008
27,714784,FEMALE,Masters,2015-01-13,Vehicle Theft,?,Trivial Damage,WV,Columbus,7816 MLK Lane,19,1,NO,2,4400,0,550,3850,Toyota,Camry,2000
27,143924,MALE,JD,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,3618 Maple Lane,15,2,?,0,71640,5970,11940,53730,Toyota,Highlander,2008
44,996850,MALE,High School,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,61740,6860,6860,48020,Accura,MDX,1997
27,284834,FEMALE,Associate,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,8602 Washington Ridge,3,1,?,0,57500,5750,5750,46000,Audi,A3,2010
39,830878,FEMALE,Masters,2015-01-01,Parked Car,?,Minor Damage,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,8700,870,1740,6090,Accura,RSX,2003
46,270208,FEMALE,MD,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,9760 4th Hwy,4,4,NO,2,77100,15420,7710,53970,Volkswagen,Jetta,1996
57,407958,MALE,Masters,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2509 Rock Drive,14,1,NO,2,59400,6600,6600,46200,Dodge,Neon,1995
46,832300,MALE,Masters,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,2063 Weaver St,3,3,NO,1,54890,9980,4990,39920,Toyota,Corolla,2006
30,927205,MALE,MD,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,3818 Texas Ridge,4,3,?,2,74030,6730,13460,53840,Chevrolet,Tahoe,2005
42,655356,FEMALE,Associate,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,3929 Elm Ave,13,1,?,1,61490,11180,11180,39130,BMW,X5,1998
27,831053,MALE,High School,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,9911 Britain Lane,23,3,NO,0,79560,6630,13260,59670,Volkswagen,Passat,2003
33,432740,MALE,MD,2015-01-28,Parked Car,?,Minor Damage,NY,Northbend,3246 Britain Ridge,3,1,?,0,4900,490,490,3920,Toyota,Camry,2010
34,893853,MALE,High School,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,77770,14140,14140,49490,Nissan,Pathfinder,2000
43,594988,FEMALE,JD,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,5249 4th Ave,14,2,?,2,74700,7470,14940,52290,Nissan,Maxima,2007
26,979544,MALE,MD,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,40600,4060,4060,32480,Volkswagen,Passat,2010
28,191891,MALE,JD,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,8212 Flute Ridge,22,1,?,1,45270,10060,10060,25150,Jeep,Wrangler,2006
36,831479,FEMALE,Associate,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,3592 MLK Ridge,17,3,NO,0,47080,4280,8560,34240,Saab,93,2006
57,714346,FEMALE,MD,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,6494 4th Ave,14,1,?,0,40700,4070,4070,32560,Volkswagen,Passat,2000
27,326289,FEMALE,Masters,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,6608 Apache Lane,2,1,?,2,34650,6300,3150,25200,Ford,F150,1996
28,944537,MALE,MD,2015-02-13,Parked Car,?,Trivial Damage,WV,Riverwood,1553 Lincoln St,4,1,?,2,3200,400,400,2400,Jeep,Grand Cherokee,2012
42,779156,MALE,High School,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,7628 4th Lane,2,1,?,1,78980,7180,14360,57440,Saab,92x,1997
31,856153,MALE,Associate,2015-01-13,Parked Car,?,Minor Damage,SC,Riverwood,3028 5th St,10,1,YES,1,6160,560,1120,4480,Nissan,Ultima,1996
60,473338,FEMALE,MD,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,85250,15500,7750,62000,Mercedes,E400,1999
50,521694,MALE,Masters,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,9751 Tree St,1,4,YES,1,72840,12140,6070,54630,Dodge,Neon,2010
40,136520,MALE,Associate,2015-01-18,Parked Car,?,Trivial Damage,WV,Northbend,4702 Texas Drive,20,1,?,0,6050,1100,1100,3850,Toyota,Camry,2010
39,730819,FEMALE,JD,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,2757 4th Hwy,10,1,NO,2,87890,15980,7990,63920,BMW,X6,2014
47,912665,FEMALE,High School,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbrook,6678 Weaver Drive,20,2,?,0,60500,11000,5500,44000,Ford,F150,1999
35,469966,FEMALE,MD,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,8667 Weaver Lane,10,3,?,2,88220,16040,16040,56140,Chevrolet,Malibu,2008
37,952300,FEMALE,Associate,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,4931 Maple Drive,2,2,NO,1,53680,9760,4880,39040,Accura,MDX,2004
45,322609,MALE,Masters,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,VA,Springfield,3808 5th Ave,19,1,NO,0,53800,5380,5380,43040,Accura,MDX,2006
29,890280,FEMALE,MD,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,1725 Solo Lane,10,1,YES,1,54360,4530,9060,40770,Mercedes,E400,1995
35,431583,FEMALE,Masters,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,WV,Arlington,8097 Maple Lane,14,1,YES,0,54340,9880,4940,39520,Toyota,Camry,2001
35,155912,FEMALE,High School,2015-01-21,Parked Car,?,Trivial Damage,SC,Columbus,3320 5th Hwy,5,1,?,0,2860,520,260,2080,Chevrolet,Tahoe,1997
28,110143,MALE,High School,2015-01-18,Vehicle Theft,?,Minor Damage,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,5490,0,1220,4270,Saab,95,1999
45,808544,MALE,Masters,2015-01-09,Vehicle Theft,?,Trivial Damage,WV,Northbend,8336 1st Ridge,4,1,NO,0,7370,670,1340,5360,Suburu,Impreza,1997
34,409074,FEMALE,PhD,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,NC,Columbus,3998 4th Hwy,4,3,?,1,50800,5080,5080,40640,Audi,A3,1997
48,824728,MALE,Associate,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,3966 Oak Hwy,20,2,?,1,41520,5190,5190,31140,Nissan,Ultima,2014
38,606037,FEMALE,Masters,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,7601 Andromedia Lane,18,1,?,2,89650,8150,16300,65200,Dodge,RAM,2005
55,636843,FEMALE,JD,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,39690,0,0,39690,Suburu,Legacy,1998
32,111874,FEMALE,High School,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,3288 Tree Lane,1,1,?,2,62260,5660,5660,50940,Saab,92x,1995
38,439844,FEMALE,Masters,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,51920,9440,4720,37760,Audi,A3,2001
40,463513,MALE,College,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,6467 Best Ave,23,1,?,2,53460,9720,4860,38880,Volkswagen,Jetta,2009
43,577858,FEMALE,MD,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,6309 5th Ave,4,3,YES,2,57100,5710,5710,45680,Honda,CRV,2014
36,607351,MALE,High School,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,8212 Rock Ave,0,3,NO,2,77440,14080,7040,56320,Dodge,Neon,2004
40,682754,MALE,College,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,68300,6830,13660,47810,Suburu,Forrestor,2003
32,757352,MALE,Associate,2015-02-11,Parked Car,?,Trivial Damage,NY,Arlington,4558 3rd Hwy,4,1,?,0,5060,460,920,3680,Honda,CRV,2012
32,307469,MALE,MD,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,1762 Maple Hwy,0,3,?,0,59400,6600,13200,39600,Dodge,RAM,1995
31,526296,FEMALE,High School,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,NY,Springfield,5532 Francis Lane,2,3,NO,0,69930,0,15540,54390,Ford,Escape,2013
27,658816,FEMALE,College,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,6158 Sky Ridge,11,3,YES,1,77700,7770,15540,54390,Jeep,Wrangler,2008
54,913337,MALE,College,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,9214 Elm Ridge,23,3,NO,2,68750,12500,12500,43750,Audi,A5,2007
29,488464,FEMALE,High School,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1833 Solo Ave,17,3,NO,1,91080,16560,16560,57960,Jeep,Wrangler,1995
20,480094,FEMALE,High School,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,WV,Columbus,1953 Sky Lane,22,1,NO,1,48360,4030,8060,36270,Audi,A5,2000
34,263108,MALE,Associate,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,6834 1st Drive,18,1,YES,1,95000,9500,9500,76000,Ford,F150,2001
32,298412,MALE,Associate,2015-02-24,Vehicle Theft,?,Trivial Damage,SC,Arlington,9562 4th Ridge,8,1,?,1,3900,780,390,2730,Ford,F150,2010
39,261905,MALE,High School,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,4835 Britain Ridge,15,3,?,0,59400,11880,5940,41580,Jeep,Grand Cherokee,2010
43,674485,FEMALE,Associate,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,8548 Cherokee Ridge,20,1,?,2,60210,6690,6690,46830,Nissan,Maxima,2013
32,223404,MALE,JD,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,2352 MLK Drive,4,1,?,0,43600,8720,4360,30520,Suburu,Legacy,2010
57,991480,MALE,College,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,62800,6280,12560,43960,Jeep,Wrangler,2012
48,804219,MALE,College,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,VA,Springfield,3122 Apache Drive,10,1,YES,1,59500,11900,5950,41650,Dodge,Neon,2006
37,483088,FEMALE,PhD,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,9816 Britain St,22,3,YES,1,53460,5940,5940,41580,Honda,CRV,2009
33,100804,FEMALE,High School,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,8214 Flute St,15,3,NO,0,41690,7580,7580,26530,Saab,95,1999
46,941807,FEMALE,Masters,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,NY,Arlington,6259 Lincoln Hwy,13,1,?,0,63100,6310,12620,44170,Accura,TL,2000
60,593466,MALE,Associate,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,62880,5240,10480,47160,Mercedes,E400,2007
51,437442,FEMALE,Masters,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,6179 3rd Ridge,18,3,?,2,75400,17400,11600,46400,BMW,X6,2006
40,942106,MALE,JD,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,3799 Embaracadero Drive,7,1,YES,1,46200,4200,8400,33600,Audi,A5,1997
47,794951,MALE,Masters,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,5071 1st Lane,21,1,NO,2,58500,5850,5850,46800,Toyota,Camry,2010
57,182450,MALE,JD,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,6574 4th Drive,15,3,NO,1,66240,11040,11040,44160,Nissan,Maxima,2003
36,730973,FEMALE,MD,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Hillsdale,2711 Britain Ave,17,3,?,1,65440,8180,8180,49080,Jeep,Wrangler,2014
43,687755,MALE,Masters,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,64200,10700,10700,42800,Ford,F150,2002
25,757644,FEMALE,Masters,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Northbend,7976 Britain Drive,1,3,YES,1,32320,4040,4040,24240,Dodge,RAM,2000
28,998865,FEMALE,College,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,4995 Weaver Ridge,3,1,?,0,33480,3720,3720,26040,Dodge,Neon,2011
38,944953,MALE,College,2015-02-24,Vehicle Theft,?,Trivial Damage,VA,Northbend,1515 Embaracadero St,0,1,NO,1,4320,480,960,2880,Toyota,Corolla,1995
29,386429,MALE,High School,2015-02-21,Vehicle Theft,?,Trivial Damage,SC,Hillsdale,2968 Andromedia Ave,4,1,NO,0,4200,840,420,2940,Jeep,Wrangler,2008
29,108270,MALE,MD,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,9236 2nd Hwy,11,3,YES,2,57970,10540,5270,42160,Saab,93,2006
31,205134,MALE,JD,2015-01-24,Parked Car,?,Trivial Damage,NY,Arlington,9639 Britain Ridge,4,1,YES,1,4320,0,960,3360,Saab,93,2003
45,749325,FEMALE,High School,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Columbus,9422 Washington Ridge,11,3,?,0,69300,13860,6930,48510,Ford,Escape,2010
30,774303,FEMALE,Masters,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,1213 4th Lane,4,3,NO,2,32480,4060,4060,24360,Dodge,Neon,1997
38,698470,MALE,MD,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,3872 5th Drive,20,1,?,2,60480,6720,6720,47040,Accura,TL,2001
38,719989,MALE,Associate,2015-01-21,Parked Car,?,Trivial Damage,NC,Springfield,9397 5th Hwy,22,1,YES,0,2640,440,440,1760,Honda,CRV,2015
27,309323,MALE,JD,2015-02-03,Parked Car,?,Trivial Damage,SC,Northbend,8876 1st St,4,1,NO,0,6050,550,1100,4400,Volkswagen,Passat,2009
43,444035,MALE,High School,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Hillsdale,3397 5th Ave,21,4,NO,0,42700,4270,4270,34160,Saab,92x,1995
47,431478,MALE,College,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,40260,3660,7320,29280,Accura,MDX,1996
50,797634,MALE,Masters,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,8639 5th Hwy,7,1,NO,2,50000,5000,10000,35000,Chevrolet,Silverado,2008
35,284836,FEMALE,High School,2015-02-02,Parked Car,?,Trivial Damage,NY,Riverwood,5743 4th Ridge,4,1,NO,0,3840,640,320,2880,Saab,92x,1998
41,238196,MALE,JD,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,3555 Francis Ridge,17,3,?,0,95900,13700,20550,61650,Saab,95,1999
47,885789,MALE,High School,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,4939 Oak Lane,20,3,YES,1,56160,6240,12480,37440,Audi,A5,2002
42,287436,MALE,PhD,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,SC,Riverwood,3100 Best St,10,1,NO,2,63030,5730,11460,45840,Saab,92x,1996
41,496067,FEMALE,PhD,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,3029 5th Ave,8,1,YES,2,63470,5770,11540,46160,BMW,X6,1999
38,206004,FEMALE,High School,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,8941 Solo Ridge,6,1,?,0,44440,8080,4040,32320,BMW,X6,2007
35,153027,MALE,JD,2015-02-04,Parked Car,?,Minor Damage,WV,Northbrook,4447 Francis Hwy,4,1,YES,1,6600,1200,1200,4200,Jeep,Grand Cherokee,2005
36,469426,MALE,PhD,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbrook,7701 Tree St,17,3,NO,2,77200,9650,9650,57900,Ford,Escape,1996
30,654974,FEMALE,High School,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,4653 Pine St,15,3,?,0,57000,0,11400,45600,Audi,A3,2013
45,943425,FEMALE,Masters,2015-02-27,Vehicle Theft,?,Trivial Damage,WV,Riverwood,8742 4th St,9,1,NO,2,2700,300,300,2100,Honda,Accord,2006
36,641845,MALE,College,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,7316 Texas Ave,17,1,?,2,47300,4300,8600,34400,Volkswagen,Jetta,2006
37,794534,FEMALE,Associate,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,VA,Arlington,2950 MLK Ave,13,1,?,2,55110,5010,10020,40080,Nissan,Maxima,2002
31,357808,FEMALE,Associate,2015-01-26,Vehicle Theft,?,Trivial Damage,SC,Springfield,8233 Tree Drive,5,1,YES,1,4320,480,480,3360,Mercedes,E400,2002
38,536052,FEMALE,Masters,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,VA,Arlington,4642 Rock Ridge,23,3,YES,2,68760,11460,5730,51570,Saab,95,1998
31,873384,FEMALE,MD,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,7733 Britain Lane,1,2,NO,2,74400,14880,7440,52080,BMW,M5,2003
33,790225,FEMALE,Associate,2015-02-09,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,2753 Cherokee Ave,17,4,NO,2,35300,3530,3530,28240,Mercedes,E400,1996
57,587498,MALE,High School,2015-02-05,Parked Car,?,Minor Damage,NY,Springfield,3995 Lincoln Hwy,3,1,YES,1,2640,480,480,1680,Volkswagen,Passat,2000
41,639027,MALE,High School,2015-01-03,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Columbus,4095 MLK St,17,3,?,1,60190,4630,9260,46300,Mercedes,ML350,2014
39,217899,FEMALE,Masters,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Northbend,5782 Rock Drive,23,3,YES,1,41580,3780,7560,30240,Chevrolet,Malibu,2015
45,589094,FEMALE,JD,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,2900 Sky Drive,13,1,YES,0,58500,11700,0,46800,Accura,MDX,1995
43,458829,FEMALE,Masters,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,1515 Pine Lane,17,1,YES,2,79320,13220,6610,59490,Nissan,Ultima,1997
33,626208,FEMALE,High School,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,4876 Washington Drive,2,1,YES,0,82610,7510,7510,67590,Ford,Escape,2002
41,315041,FEMALE,MD,2015-01-23,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,5779 2nd Lane,23,3,NO,1,78600,13100,19650,45850,Dodge,RAM,2004
46,283267,MALE,College,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,6706 Francis Drive,17,1,NO,1,51390,5710,5710,39970,Volkswagen,Jetta,2007
44,442494,MALE,Associate,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,NC,Springfield,6384 5th Ridge,3,1,NO,1,70200,7020,7020,56160,Ford,F150,2012
30,159243,MALE,JD,2015-02-07,Parked Car,?,Minor Damage,SC,Riverwood,3006 Lincoln Ridge,16,1,NO,2,4900,490,1470,2940,Jeep,Wrangler,2015
62,669800,FEMALE,MD,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,PA,Hillsdale,5352 Lincoln Drive,13,3,?,1,66480,5540,11080,49860,Saab,92x,2012
23,520179,MALE,High School,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,6110 Rock Ridge,8,1,NO,2,50380,4580,9160,36640,Chevrolet,Tahoe,2007
61,607974,FEMALE,Masters,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,SC,Columbus,7797 Tree Ridge,23,1,YES,0,64350,9900,9900,44550,Mercedes,E400,1998
29,465065,MALE,College,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Springfield,4910 1st Lane,15,3,YES,2,55400,5540,11080,38780,Chevrolet,Silverado,2004
28,369941,MALE,MD,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,8766 Lincoln Lane,3,1,NO,2,49900,4990,9980,34930,Dodge,Neon,1998
28,447226,MALE,Masters,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbrook,6399 Oak Drive,4,3,NO,0,74880,12480,12480,49920,Accura,TL,2000
44,831668,FEMALE,Masters,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbend,3127 Flute St,8,1,YES,0,105820,16280,16280,73260,Audi,A3,2002
43,922937,MALE,Associate,2015-02-20,Vehicle Theft,?,Trivial Damage,PA,Northbend,8920 Best Ave,21,1,NO,1,7150,1300,650,5200,Volkswagen,Jetta,2003
58,640474,MALE,Associate,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbrook,7314 Tree Drive,23,1,YES,0,55800,11160,11160,33480,Dodge,RAM,2004
34,153298,MALE,Masters,2015-01-10,Parked Car,?,Trivial Damage,NY,Riverwood,8872 Oak Ridge,8,1,?,1,5830,1060,1060,3710,Dodge,RAM,2015
41,334749,FEMALE,Associate,2015-01-16,Single Vehicle Collision,Side Collision,Major Damage,WV,Riverwood,5022 1st St,21,1,YES,2,85900,17180,17180,51540,Suburu,Forrestor,2005
29,221283,MALE,Associate,2015-02-12,Parked Car,?,Minor Damage,OH,Columbus,3423 Francis Ave,5,1,NO,2,7110,790,1580,4740,Accura,MDX,2005
43,961496,MALE,PhD,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,9529 4th Drive,12,3,NO,0,36960,6720,3360,26880,Chevrolet,Tahoe,2007
39,804751,FEMALE,College,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Northbrook,1818 Tree St,7,3,?,2,64400,6440,6440,51520,Dodge,Neon,1997
43,369226,MALE,PhD,2015-01-27,Parked Car,?,Minor Damage,NC,Northbend,4431 Rock St,0,1,NO,1,1920,480,0,1440,Chevrolet,Tahoe,2011
22,691115,MALE,JD,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,4782 Sky Lane,14,1,YES,0,86130,15660,7830,62640,Suburu,Legacy,2009
32,713172,FEMALE,College,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,7112 Weaver Ave,13,1,?,2,82170,14940,7470,59760,Chevrolet,Silverado,1995
41,621756,FEMALE,College,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,WV,Hillsdale,4020 Best Drive,1,1,?,1,50300,10060,5030,35210,Suburu,Legacy,1999
